1601637373.7307312,-0.13223467767238617,254,125,0.8316248,46.09055709838867
1601638639.2423093,-0.5568322539329529,48,238,1.0834248,51.684024810791016
1601638732.2162726,-0.5455405712127686,47,219,0.6485619,35.23125076293945
1601638780.7646706,-0.5455405712127686,47,219,0.6485619,35.23125076293945
1601638846.7711048,-0.32195010781288147,93,60,0.3157633,43.48218536376953
1601638894.7263744,-0.17195391654968262,193,61,-0.1602543,27.345365524291992
1601638952.9441247,-0.34848552942276,86,61,0.4005374,39.68775177001953
1601639001.7076929,-0.21249714493751526,131,86,-0.19914237,38.68512725830078
1601639061.4806702,-0.18234531581401825,135,86,-0.23633522,46.96754837036133
1601639106.6591058,-0.37102311849594116,38,34,0.41956264,41.116554260253906
1601639165.017739,-0.22606240212917328,130,85,-0.28541005,42.03396987915039
1601639210.2264433,-0.19862668216228485,203,59,-0.14248903,28.069475173950195
1601639262.8627713,-0.20090028643608093,132,86,-0.241414,44.16278076171875
1601639290.8905046,-0.24113832414150238,132,85,-0.19262569,48.3651237487793
1601639325.688668,-0.2076447755098343,131,86,-0.15680823,42.55976867675781
1601639352.2632377,-0.3174487054347992,61,58,0.3092049,35.95676803588867
1601639386.9126897,-0.2380407452583313,130,85,-0.19360444,43.38017654418945
1601639413.7746952,-0.2513618767261505,88,59,0.31351086,43.4794921875
1601639447.1377375,-0.32518500089645386,86,61,0.36441794,39.1323356628418
1601639473.7461402,-0.22905318439006805,130,84,-0.19662915,46.36474609375
1601639506.1821718,-0.3476157784461975,86,61,0.37948748,40.45445251464844
1601639533.0391967,-0.3362478017807007,83,61,0.37593818,38.45542907714844
1601639565.3537438,-0.3343251645565033,86,62,0.28485668,37.55564498901367
1601639591.7936041,-0.1895780861377716,204,58,-0.11840021,30.030977249145508
1601639626.1506686,-0.26364538073539734,134,85,-0.17769462,43.448524475097656
1601639653.1534176,-0.3842984735965729,84,61,0.33295596,35.982177734375
1601639686.178247,-0.3962157666683197,92,37,0.15960702,38.11885070800781
1601639713.120221,-0.46950483322143555,37,34,0.39500445,38.655784606933594
1601639747.1988628,-0.3003891110420227,131,85,-0.14442708,43.004638671875
1601639774.6123197,-0.26393529772758484,131,85,-0.13122284,41.620506286621094
1601639807.7544894,-0.5239337682723999,37,35,0.3234938,37.11838150024414
1601639834.347552,-0.5520561337471008,37,46,0.24172562,36.479400634765625
1601639867.092315,-0.1730678230524063,169,74,-0.87528634,37.0711784362793
1601639893.2522018,-0.2240176945924759,136,72,-0.5757903,53.14550018310547
1601639926.1481736,-0.5967956185340881,38,46,0.17320839,34.42078399658203
1601639953.832343,-0.573525607585907,37,46,0.24101792,37.031028747558594
1601639988.804268,-0.3695277273654938,105,74,0.26652843,45.883445739746094
1601640016.2432916,-0.5675287842750549,48,46,0.28679588,38.85916519165039
1601640049.0049725,-0.3679713010787964,145,83,-0.18540826,42.2088508605957
1601640075.8540149,-0.5439841151237488,49,46,0.26325074,36.154075622558594
1601640109.657034,-0.8465247750282288,37,47,0.28977713,38.27217102050781
1601640136.3508797,-0.7909055948257446,37,46,0.336903,45.245601654052734
1601640170.0396013,-0.063172347843647,161,73,-0.7378922,49.5095100402832
1601640197.6639647,-0.7628442645072937,37,46,0.3364146,38.30353546142578
1601640230.8715277,-0.5237659215927124,103,72,0.36221617,50.87431335449219
1601640258.812561,-0.6026397943496704,49,46,0.36186516,42.68950271606445
1601640292.5381274,-0.16395819187164307,155,85,-0.62504685,47.97463607788086
1601640319.161018,-0.46634623408317566,99,73,0.45662656,52.57593536376953
1601640352.8460717,-0.5522087216377258,99,72,0.4271654,46.948814392089844
1601640379.6319306,-0.10437171161174774,204,58,-0.20473185,38.0753173828125
1601640412.0468907,-0.2067597508430481,154,86,-0.4368853,44.300941467285156
1601640438.9078946,-0.10632486641407013,204,58,-0.17818563,33.130950927734375
1601640471.6208415,-0.19990845024585724,154,75,-0.8750605,51.274803161621094
1601640498.4991887,-0.20297551155090332,204,58,-0.13886292,36.40598678588867
1601640531.9821696,-0.15178148448467255,167,75,-0.9374393,45.449161529541016
1601640558.9885287,-0.09663538634777069,203,58,-0.20677598,37.586883544921875
1601640592.7365048,-0.2068818211555481,163,74,-0.7147321,46.26850509643555
1601640619.3208003,-0.043762873858213425,203,58,-0.22830598,38.67304611206055
1601640652.5351932,-0.13374532759189606,205,59,-0.24665183,35.2215576171875
1601640679.8160648,-0.08093385398387909,203,58,-0.2185034,38.14145278930664
1601640713.4178462,-0.1431906670331955,217,50,-0.09881397,32.77678298950195
1601640740.3315568,-0.08798351883888245,203,58,-0.21972987,37.752079010009766
1601640772.0800903,-0.15088121592998505,205,59,-0.20125346,33.78366470336914
1601640798.942251,-0.3799038827419281,93,56,0.26160976,41.90875244140625
1601640833.010392,-0.1279621571302414,205,59,-0.19608715,32.5728645324707
1601640860.0245032,-0.08258182555437088,203,58,-0.21559742,34.41830062866211
1601640891.819089,-0.18648050725460052,205,59,-0.22604069,34.1998405456543
1601640918.4293406,-0.11985961347818375,169,74,-0.99233025,34.67473220825195
1601640950.3888605,-0.14517433941364288,168,75,-0.5802811,47.53215408325195
1601640977.576469,-0.10743877291679382,169,63,-0.82530344,47.341514587402344
1601641009.7990158,-0.4298008680343628,97,59,0.406787,47.70824432373047
1601641037.0046706,-0.3534905016422272,93,57,0.21697387,40.07448959350586
1601641070.9605489,-0.3965514600276947,97,58,0.37787342,45.10609436035156
1601641098.5713367,-0.15574882924556732,162,75,-0.8792456,42.499778747558594
1601641132.621556,-0.16800183057785034,173,75,-0.7863053,42.802581787109375
1601641159.5227203,-0.1602960228919983,156,66,-0.63776505,45.72389602661133
1601641192.8852332,-0.32344549894332886,115,54,0.20989637,44.36012268066406
1601641218.1869922,-0.19647516310214996,166,49,-0.18599275,42.012996673583984
1601641252.32913,-0.4290226697921753,58,45,0.19864674,39.28581619262695
1601641278.5433712,-0.15579462051391602,165,71,-0.6833847,45.86540985107422
1601641313.1821623,-0.15310902893543243,164,49,-0.16415814,43.194122314453125
1601641339.694731,-0.23324941098690033,162,78,-0.8928878,36.28847885131836
1601641373.4797156,-0.34135958552360535,48,46,0.26613823,39.774192810058594
1601641408.4092858,-0.41930267214775085,36,46,0.35615394,40.8934211730957
1601641479.2501128,-0.38844892382621765,48,46,0.21789534,36.12953567504883
1601641526.620357,-0.32129397988319397,92,55,0.16507721,39.57420349121094
1601641584.0431316,-0.400167852640152,39,45,0.29411775,39.40570068359375
1601641629.227794,-0.20015259087085724,193,59,-0.17682576,30.044189453125
1601936644.4777603,-0.5957885384559631,53,214,0.5404329,43.18521499633789
1601936768.045498,-0.5780727863311768,54,216,0.5305252,47.408241271972656
1602001140.1609197,-0.1289692521095276,133,31,-0.31053668,25.08298683166504
1602001346.1745832,-0.16972610354423523,133,30,-0.354183,24.445369720458984
1602001419.2028782,-0.31119248270988464,205,168,0.8669465,27.51308822631836
1602072101.5066733,-0.35786983370780945,124,70,0.70928264,44.29965591430664
1602072151.0927842,-0.44831007719039917,264,80,0.08760681,42.20475769042969
1602074025.4387324,-0.12211795151233673,104,114,-0.5928518,19.445878982543945
1602074084.445963,-0.3917448818683624,195,168,1.2323363,39.411136627197266
